2025-04-07T08:31:14.687273 - New user added
2025-04-07T08:31:17.786136 - User accepted by admin
2025-04-07T08:31:22.612275 - Network activity reported
2025-04-07T08:31:24.479730 - Activity updated
User Logs:
  PID: 0, Name: System Idle Process, CPU: 0.0%, Memory: 0.00010413851672386474%
  PID: 15208, Name: BraveCrashHandler64.exe, CPU: 0.0%, Memory: 0.026242906214413917%
  PID: 15236, Name: BraveCrashHandler.exe, CPU: 0.0%, Memory: 0.03025223910828271%
  PID: 15244, Name: smartscreen.exe, CPU: 0.0%, Memory: 0.1481370400396976%
  PID: 15284, Name: SecurityHealthSystray.exe, CPU: 0.0%, Memory: 0.1463666852553919%
  PID: 15304, Name: SecurityHealthService.exe, CPU: 0.0%, Memory: 0.3088748406029828%
  PID: 15484, Name: svchost.exe, CPU: 0.0%, Memory: 0.21551466036003808%
  PID: 15556, Name: DesktopExtension.exe, CPU: 0.1%, Memory: 0.6092623920929707%
  PID: 15780, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.11809307796486262%
  PID: 15788, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 1.5736891954726822%
  PID: 15852, Name: cmd.exe, CPU: 0.0%, Memory: 0.045091977741433434%
  PID: 15856, Name: cmd.exe, CPU: 0.0%, Memory: 0.045508531808328895%
  PID: 15868, Name: conhost.exe, CPU: 0.0%, Memory: 0.10283678526481643%
  PID: 15884, Name: conhost.exe, CPU: 0.0%, Memory: 0.10268057748973064%
  PID: 15964, Name: MfeBrowserHost.exe, CPU: 0.0%, Memory: 0.026815668056395174%
  PID: 15972, Name: browserhost.exe, CPU: 0.1%, Memory: 0.03197052463422648%
  PID: 15992, Name: msedgewebview2.exe, CPU: 1.4%, Memory: 1.6365888595738964%
  PID: 16236, Name: cmd.exe, CPU: 0.0%, Memory: 0.0739904161323059%
  PID: 16492, Name: msedgewebview2.exe, CPU: 0.3%, Memory: 0.5198074062271709%
  PID: 16536, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.11835342425667228%
  PID: 16732, Name: MfeBrowserHost.exe, CPU: 0.0%, Memory: 0.0071334883955847354%
  PID: 16748, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.09804641349551867%
  PID: 16756, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.224835057606824%
  PID: 16804, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.042957138148594205%
  PID: 16972, Name: msedgewebview2.exe, CPU: 0.1%, Memory: 0.7899947878672381%
  PID: 17292, Name: chrome.exe, CPU: 0.0%, Memory: 1.220451346745333%
  PID: 17412, Name: HP.myHP.exe, CPU: 0.1%, Memory: 1.393581630798758%
  PID: 17544, Name: msedgewebview2.exe, CPU: 0.3%, Memory: 0.8483123572326022%
  PID: 17552, Name: msedgewebview2.exe, CPU: 0.1%, Memory: 0.46102121353654923%
  PID: 17600, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.24607931501849242%
  PID: 17764, Name: msedgewebview2.exe, CPU: 1.1%, Memory: 1.3145925658637065%
  PID: 17904, Name: chrome.exe, CPU: 0.0%, Memory: 0.6480019203142484%
  PID: 17920, Name: chrome.exe, CPU: 0.1%, Memory: 1.1515116486741344%
  PID: 18036, Name: ModuleCoreService.exe, CPU: 0.0%, Memory: 0.14704358561409703%
  PID: 18048, Name: conhost.exe, CPU: 0.0%, Memory: 0.0853935837135691%
  PID: 18336, Name: svchost.exe, CPU: 0.0%, Memory: 0.45435634846622186%
  PID: 18480, Name: dllhost.exe, CPU: 0.0%, Memory: 0.1252786356188093%
  PID: 18564, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.751411467421046%
  PID: 18572, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.4587301661686243%
  PID: 18624, Name: CrossDeviceService.exe, CPU: 0.0%, Memory: 1.2192537538030084%
  PID: 18640, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.2527441800888197%
  PID: 18760, Name: python.exe, CPU: 11.3%, Memory: 0.662997866722485%
  PID: 18816, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 1.037740319153312%
  PID: 19000, Name: unsecapp.exe, CPU: 0.0%, Memory: 0.12293551899252232%
  PID: 19124, Name: chrome.exe, CPU: 0.0%, Memory: 0.9105351209751114%
  PID: 19172, Name: HPSystemEventUtilityHost.exe, CPU: 0.0%, Memory: 0.4769544065953006%
  PID: 19188, Name: HPMediaNetwork.exe, CPU: 0.0%, Memory: 0.5238167391210397%
  PID: 19256, Name: svchost.exe, CPU: 0.0%, Memory: 0.19125038596337762%
  PID: 19400, Name: svchost.exe, CPU: 0.0%, Memory: 0.3784914390328864%
  PID: 20044, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.7071005285550417%
  PID: 20936, Name: conhost.exe, CPU: 0.0%, Memory: 0.1362131798748151%
  PID: 21000, Name: FileSyncHelper.exe, CPU: 0.0%, Memory: 0.3392312182279894%
  PID: 21260, Name: ApplicationFrameHost.exe, CPU: 0.0%, Memory: 0.6417015400524546%
  PID: 21384, Name: taskhostw.exe, CPU: 0.0%, Memory: 0.46331226090447425%
2025-04-07T08:32:15.396687 - Network activity reported
2025-04-07T08:32:21.760165 - Web activity reported
2025-04-07T08:32:22.786028 - Activity updated
User Logs:
  PID: 0, Name: System Idle Process, CPU: 1060.7%, Memory: 0.00010413851672386474%
  PID: 4, Name: System, CPU: 3.2%, Memory: 0.1311103925553457%
  PID: 188, Name: , CPU: 0.0%, Memory: 0.5428220184231449%
  PID: 232, Name: Registry, CPU: 0.0%, Memory: 0.7702084696897036%
  PID: 792, Name: smss.exe, CPU: 0.0%, Memory: 0.018276309685038263%
  PID: 812, Name: msedge.exe, CPU: 0.0%, Memory: 0.24305929803350035%
  PID: 1068, Name: csrss.exe, CPU: 0.1%, Memory: 0.06409725704353875%
  PID: 1200, Name: wininit.exe, CPU: 0.0%, Memory: 0.06388898001009102%
  PID: 1208, Name: csrss.exe, CPU: 0.6%, Memory: 0.07268868467325759%
  PID: 1284, Name: services.exe, CPU: 0.6%, Memory: 0.13272453956456562%
  PID: 1312, Name: winlogon.exe, CPU: 0.0%, Memory: 0.11876997832356774%
  PID: 1340, Name: svchost.exe, CPU: 0.0%, Memory: 0.18583518309373664%
  PID: 1360, Name: LsaIso.exe, CPU: 0.0%, Memory: 0.043269553698765804%
  PID: 1376, Name: lsass.exe, CPU: 0.0%, Memory: 0.37703349979875234%
  PID: 1512, Name: svchost.exe, CPU: 0.0%, Memory: 0.4586780969102623%
  PID: 1528, Name: svchost.exe, CPU: 0.0%, Memory: 0.19026107005450088%
  PID: 1536, Name: McUICnt.exe, CPU: 0.0%, Memory: 0.08742428478968445%
  PID: 1540, Name: fontdrvhost.exe, CPU: 0.0%, Memory: 0.08029079639409972%
  PID: 1548, Name: fontdrvhost.exe, CPU: 0.0%, Memory: 0.045300254774881164%
  PID: 1568, Name: svchost.exe, CPU: 0.0%, Memory: 0.11502099172150862%
  PID: 1644, Name: svchost.exe, CPU: 8.8%, Memory: 0.21348395928392272%
  PID: 1660, Name: svchost.exe, CPU: 1.5%, Memory: 0.11538547653004214%
  PID: 1700, Name: svchost.exe, CPU: 0.0%, Memory: 0.12361241935122745%
  PID: 1796, Name: dwm.exe, CPU: 2.0%, Memory: 1.3156339510309452%
  PID: 1836, Name: svchost.exe, CPU: 0.3%, Memory: 0.056547214581058554%
  PID: 1852, Name: svchost.exe, CPU: 0.0%, Memory: 0.12621588226932406%
  PID: 1892, Name: svchost.exe, CPU: 0.0%, Memory: 0.1345990328655952%
  PID: 1972, Name: svchost.exe, CPU: 0.0%, Memory: 0.1499073948240033%
  PID: 1988, Name: svchost.exe, CPU: 0.0%, Memory: 0.12491415081027576%
  PID: 1996, Name: svchost.exe, CPU: 0.0%, Memory: 0.14017044351032196%
  PID: 2016, Name: svchost.exe, CPU: 0.0%, Memory: 0.17745203249746555%
  PID: 2020, Name: svchost.exe, CPU: 0.0%, Memory: 0.13918112760144524%
  PID: 2064, Name: Grammarly.WebUI.exe, CPU: 0.0%, Memory: 0.530481604191367%
  PID: 2128, Name: svchost.exe, CPU: 0.0%, Memory: 0.3839066419025274%
  PID: 2156, Name: svchost.exe, CPU: 0.1%, Memory: 0.1153334072716802%
  PID: 2176, Name: svchost.exe, CPU: 0.0%, Memory: 0.09028809399959074%
  PID: 2228, Name: ms-teams.exe, CPU: 0.0%, Memory: 0.2895571457507059%
  PID: 2276, Name: svchost.exe, CPU: 0.0%, Memory: 0.16021710797966593%
  PID: 2428, Name: chrome.exe, CPU: 0.0%, Memory: 0.2782581166861666%
  PID: 2520, Name: svchost.exe, CPU: 0.0%, Memory: 0.10403437820714087%
  PID: 2584, Name: svchost.exe, CPU: 0.0%, Memory: 0.1362131798748151%
  PID: 2656, Name: amdfendrsr.exe, CPU: 0.0%, Memory: 0.09023602474122881%
  PID: 2704, Name: atiesrxx.exe, CPU: 0.0%, Memory: 0.08044700416918552%
  PID: 2752, Name: svchost.exe, CPU: 0.0%, Memory: 0.14324252975367596%
  PID: 2864, Name: svchost.exe, CPU: 0.0%, Memory: 0.33647154753480696%
  PID: 2876, Name: svchost.exe, CPU: 0.0%, Memory: 0.1385042272427401%
  PID: 2908, Name: RuntimeBroker.exe, CPU: 0.0%, Memory: 0.18328378943400195%
  PID: 2932, Name: cmd.exe, CPU: 0.0%, Memory: 0.054880998313476724%
  PID: 3036, Name: SynTPEnhService.exe, CPU: 0.1%, Memory: 0.12923589925431617%
  PID: 3048, Name: conhost.exe, CPU: 0.0%, Memory: 0.12647622856113372%
  PID: 3060, Name: svchost.exe, CPU: 0.0%, Memory: 0.09304776469277315%
  PID: 3144, Name: svchost.exe, CPU: 8.1%, Memory: 0.2980444348637009%
  PID: 3288, Name: SECOMN64.exe, CPU: 0.0%, Memory: 0.11830135499831035%
  PID: 3296, Name: RtkBtManServ.exe, CPU: 0.0%, Memory: 0.07654180979204059%
  PID: 3324, Name: atieclxx.exe, CPU: 0.1%, Memory: 0.15547880546873005%
  PID: 3332, Name: svchost.exe, CPU: 0.1%, Memory: 0.23441580114541954%
  PID: 3336, Name: svchost.exe, CPU: 0.0%, Memory: 0.06467001888552001%
  PID: 3348, Name: svchost.exe, CPU: 0.0%, Memory: 0.10512783263274146%
  PID: 3356, Name: HPSystemEventUtilityBackground.exe, CPU: 0.3%, Memory: 0.8737221553132252%
  PID: 3448, Name: MemCompression, CPU: 0.0%, Memory: 1.259607429033506%
  PID: 3504, Name: svchost.exe, CPU: 0.0%, Memory: 0.11892618609865353%
  PID: 3580, Name: TouchpointAnalyticsClientService.exe, CPU: 0.0%, Memory: 1.1356825941321071%
  PID: 3588, Name: SysInfoCap.exe, CPU: 0.0%, Memory: 0.463520537937922%
  PID: 3596, Name: NetworkCap.exe, CPU: 0.0%, Memory: 0.1243413889682945%
  PID: 3604, Name: DiagsCap.exe, CPU: 0.0%, Memory: 0.2978882270886151%
  PID: 3612, Name: AppHelperCap.exe, CPU: 0.0%, Memory: 0.308718632827897%
  PID: 3620, Name: svchost.exe, CPU: 0.0%, Memory: 0.11309442916211711%
  PID: 3628, Name: svchost.exe, CPU: 0.0%, Memory: 0.09716123610336581%
  PID: 3832, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.1180410087065007%
  PID: 3880, Name: svchost.exe, CPU: 0.0%, Memory: 0.22915680605086436%
  PID: 3892, Name: svchost.exe, CPU: 0.0%, Memory: 0.18567897531865082%
  PID: 3972, Name: hp-one-agent-service.exe, CPU: 0.0%, Memory: 0.4777875147290915%
  PID: 4000, Name: PEFService.exe, CPU: 0.0%, Memory: 0.07451110871592523%
  PID: 4196, Name: svchost.exe, CPU: 0.0%, Memory: 0.09044430177467654%
  PID: 4212, Name: Grammarly.Desktop.exe, CPU: 9.8%, Memory: 3.7144646837651694%
  PID: 4360, Name: svchost.exe, CPU: 0.0%, Memory: 0.07924941122686106%
  PID: 4384, Name: svchost.exe, CPU: 0.0%, Memory: 0.12038412533278764%
  PID: 4396, Name: RuntimeBroker.exe, CPU: 0.0%, Memory: 0.41827235242140276%
  PID: 4400, Name: svchost.exe, CPU: 0.0%, Memory: 0.2804970947957297%
  PID: 4428, Name: svchost.exe, CPU: 0.0%, Memory: 0.15396879697623403%
  PID: 4456, Name: spoolsv.exe, CPU: 0.0%, Memory: 0.16948543596808988%
  PID: 4492, Name: svchost.exe, CPU: 0.0%, Memory: 0.334180500166882%
  PID: 4564, Name: RuntimeBroker.exe, CPU: 0.0%, Memory: 0.19208349409716852%
  PID: 4620, Name: svchost.exe, CPU: 0.0%, Memory: 0.08747635404804638%
  PID: 4636, Name: svchost.exe, CPU: 0.0%, Memory: 0.07737491792583151%
  PID: 4648, Name: svchost.exe, CPU: 0.0%, Memory: 0.32225664000199944%
  PID: 4704, Name: svchost.exe, CPU: 0.1%, Memory: 0.27685224671039443%
  PID: 4724, Name: RtkAudUService64.exe, CPU: 0.0%, Memory: 0.16105021611345682%
  PID: 4736, Name: RtkWiFiManServ.exe, CPU: 0.1%, Memory: 0.10523197114946532%
  PID: 4880, Name: svchost.exe, CPU: 0.0%, Memory: 0.06862728252102686%
  PID: 4900, Name: HPCommRecovery.exe, CPU: 0.0%, Memory: 0.27596706931824155%
  PID: 4912, Name: nssm.exe, CPU: 0.0%, Memory: 0.06071275525001314%
  PID: 4920, Name: svchost.exe, CPU: 0.0%, Memory: 0.6155627723547645%
  PID: 4932, Name: svchost.exe, CPU: 0.0%, Memory: 0.13808767317584464%
  PID: 4968, Name: MpDefenderCoreService.exe, CPU: 0.0%, Memory: 0.26805254204722784%
  PID: 4984, Name: ModuleCoreService.exe, CPU: 0.0%, Memory: 0.06118137857527054%
  PID: 5000, Name: svchost.exe, CPU: 0.0%, Memory: 0.35948615973078113%
  PID: 5024, Name: mongod.exe, CPU: 1.0%, Memory: 2.0445514988396365%
  PID: 5044, Name: mfemms.exe, CPU: 0.0%, Memory: 0.180940672807715%
  PID: 5068, Name: mysqld.exe, CPU: 0.0%, Memory: 0.17505684661281662%
  PID: 5088, Name: OfficeClickToRun.exe, CPU: 0.0%, Memory: 0.7070484592966797%
  PID: 5108, Name: svchost.exe, CPU: 0.0%, Memory: 0.09315190320949701%
  PID: 5176, Name: SECOCL64.exe, CPU: 0.0%, Memory: 0.09846296756241411%
  PID: 5192, Name: svchost.exe, CPU: 0.0%, Memory: 0.05987964711622223%
  PID: 5204, Name: svchost.exe, CPU: 0.0%, Memory: 0.31246761942995616%
  PID: 5248, Name: MsMpEng.exe, CPU: 1.7%, Memory: 3.8724428136352724%
  PID: 5296, Name: svchost.exe, CPU: 0.0%, Memory: 0.08180080488659576%
  PID: 5340, Name: wslservice.exe, CPU: 0.0%, Memory: 0.32277733258561875%
  PID: 5368, Name: taskhostw.exe, CPU: 0.0%, Memory: 0.11153235141125914%
  PID: 5472, Name: svchost.exe, CPU: 0.0%, Memory: 0.10476334782420793%
  PID: 5484, Name: expressvpnd.exe, CPU: 0.0%, Memory: 0.19234384038897817%
  PID: 5644, Name: conhost.exe, CPU: 0.0%, Memory: 0.08174873562823383%
  PID: 5916, Name: conhost.exe, CPU: 0.0%, Memory: 0.05337098982098068%
  PID: 5968, Name: mysqld.exe, CPU: 0.3%, Memory: 1.5904034274068624%
  PID: 6056, Name: cmd.exe, CPU: 0.0%, Memory: 0.05482892905511479%
  PID: 6116, Name: msedge.exe, CPU: 0.1%, Memory: 1.7627006033264967%
  PID: 6240, Name: conhost.exe, CPU: 0.0%, Memory: 0.07180350728110474%
  PID: 6272, Name: svchost.exe, CPU: 0.0%, Memory: 0.09533881206069818%
  PID: 6304, Name: svchost.exe, CPU: 0.0%, Memory: 0.21358809780064658%
  PID: 6540, Name: msedge.exe, CPU: 0.0%, Memory: 0.09752572091189934%
  PID: 6720, Name: MMSSHOST.exe, CPU: 0.0%, Memory: 0.12934003777104003%
  PID: 6884, Name: mfevtps.exe, CPU: 0.0%, Memory: 0.18875106156200486%
  PID: 7020, Name: svchost.exe, CPU: 0.0%, Memory: 0.12168585679183597%
  PID: 7048, Name: WmiPrvSE.exe, CPU: 0.0%, Memory: 0.43509072287230693%
  PID: 7096, Name: ProtectedModuleHost.exe, CPU: 0.0%, Memory: 0.2543062578396777%
  PID: 7192, Name: unsecapp.exe, CPU: 0.0%, Memory: 0.09742158239517548%
  PID: 7292, Name: WmiPrvSE.exe, CPU: 0.0%, Memory: 0.15172981886667095%
  PID: 7468, Name: ctfmon.exe, CPU: 0.0%, Memory: 0.41874097574666014%
  PID: 7668, Name: McCSPServiceHost.exe, CPU: 0.0%, Memory: 0.07909320345177527%
  PID: 7732, Name: SynTPEnh.exe, CPU: 1.0%, Memory: 0.22749058978328252%
  PID: 7892, Name: svchost.exe, CPU: 0.0%, Memory: 0.06050447821656542%
  PID: 7932, Name: svchost.exe, CPU: 0.0%, Memory: 0.17505684661281662%
  PID: 7968, Name: conhost.exe, CPU: 0.0%, Memory: 0.050246834319264744%
  PID: 7980, Name: ModuleCoreService.exe, CPU: 0.0%, Memory: 0.20020629840162996%
  PID: 8308, Name: svchost.exe, CPU: 0.0%, Memory: 0.3406891574621235%
  PID: 8488, Name: svchost.exe, CPU: 0.0%, Memory: 0.11923860164882515%
  PID: 8560, Name: NgcIso.exe, CPU: 0.0%, Memory: 0.03197052463422648%
  PID: 8572, Name: explorer.exe, CPU: 0.0%, Memory: 4.212871624805587%
  PID: 8704, Name: taskhostw.exe, CPU: 0.0%, Memory: 0.3108014031623743%
  PID: 8728, Name: svchost.exe, CPU: 0.0%, Memory: 0.31772661452451134%
  PID: 8840, Name: svchost.exe, CPU: 0.0%, Memory: 0.36021512934784816%
  PID: 8928, Name: RuntimeBroker.exe, CPU: 0.0%, Memory: 0.46565537753076125%
  PID: 8952, Name: svchost.exe, CPU: 0.0%, Memory: 0.16433057939025858%
  PID: 8976, Name: AggregatorHost.exe, CPU: 0.0%, Memory: 0.16745473489197452%
  PID: 9032, Name: svchost.exe, CPU: 60.3%, Memory: 0.44279697310987287%
  PID: 9108, Name: sihost.exe, CPU: 0.0%, Memory: 0.49950039546601727%
  PID: 9180, Name: svchost.exe, CPU: 0.0%, Memory: 0.41353404991046694%
  PID: 9244, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 1.137192602624603%
  PID: 9252, Name: ShellHost.exe, CPU: 0.0%, Memory: 1.822632319701081%
  PID: 9340, Name: RuntimeBroker.exe, CPU: 0.0%, Memory: 0.13657766468334862%
  PID: 9356, Name: conhost.exe, CPU: 0.0%, Memory: 0.09695295906991808%
  PID: 9440, Name: svchost.exe, CPU: 0.0%, Memory: 0.273311537141783%
  PID: 9608, Name: OpenConsole.exe, CPU: 0.0%, Memory: 0.2136401670590085%
  PID: 9612, Name: svchost.exe, CPU: 0.0%, Memory: 0.10747094925902842%
  PID: 9704, Name: svchost.exe, CPU: 0.0%, Memory: 0.10715853370885683%
  PID: 9736, Name: PhoneExperienceHost.exe, CPU: 0.1%, Memory: 1.479808322646118%
  PID: 9924, Name: RtkAudUService64.exe, CPU: 0.0%, Memory: 0.13746284207550147%
  PID: 9960, Name: svchost.exe, CPU: 0.0%, Memory: 0.10861647294299094%
  PID: 10084, Name: svchost.exe, CPU: 0.0%, Memory: 0.09554708909414592%
  PID: 10116, Name: BraveCrashHandler.exe, CPU: 0.0%, Memory: 0.02259805812907865%
  PID: 10124, Name: BraveCrashHandler64.exe, CPU: 0.0%, Memory: 0.018120101909952467%
  PID: 10256, Name: svchost.exe, CPU: 0.0%, Memory: 0.27320739862505916%
  PID: 10476, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.40624435373979634%
  PID: 10572, Name: WindowsTerminal.exe, CPU: 1.1%, Memory: 1.1866063288100768%
  PID: 10672, Name: svchost.exe, CPU: 0.0%, Memory: 0.1088768192348006%
  PID: 10680, Name: TextInputHost.exe, CPU: 0.0%, Memory: 0.9367780271895254%
  PID: 10768, Name: SearchHost.exe, CPU: 0.0%, Memory: 1.3810329395335323%
  PID: 10792, Name: StartMenuExperienceHost.exe, CPU: 0.0%, Memory: 1.7356766582366536%
  PID: 10800, Name: svchost.exe, CPU: 0.0%, Memory: 0.14553357712160098%
  PID: 10908, Name: svchost.exe, CPU: 0.0%, Memory: 0.22228366394708932%
  PID: 10924, Name: msedge.exe, CPU: 0.0%, Memory: 0.37422175984720796%
  PID: 11072, Name: Widgets.exe, CPU: 0.0%, Memory: 0.3251725184702677%
  PID: 11112, Name: RuntimeBroker.exe, CPU: 0.0%, Memory: 0.5548500171047513%
  PID: 11136, Name: svchost.exe, CPU: 0.0%, Memory: 0.2722701519745444%
  PID: 11216, Name: svchost.exe, CPU: 0.0%, Memory: 0.20546529349618514%
  PID: 11276, Name: conhost.exe, CPU: 0.0%, Memory: 0.11955101719899673%
  PID: 11664, Name: svchost.exe, CPU: 0.0%, Memory: 0.20343459242006975%
  PID: 11736, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.05618272977252504%
  PID: 11792, Name: MpCmdRun.exe, CPU: 0.0%, Memory: 0.20619426311325217%
  PID: 12008, Name: WhatsApp.exe, CPU: 0.1%, Memory: 2.4910453892932067%
  PID: 12092, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.45435634846622186%
  PID: 12320, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.2116615352412551%
  PID: 12464, Name: chrome.exe, CPU: 0.0%, Memory: 2.586592478387353%
  PID: 12528, Name: chrome.exe, CPU: 0.0%, Memory: 0.1148127146880609%
  PID: 12548, Name: svchost.exe, CPU: 0.0%, Memory: 0.21390051335081817%
  PID: 12572, Name: NisSrv.exe, CPU: 0.0%, Memory: 0.13256833178947983%
  PID: 12660, Name: uihost.exe, CPU: 0.4%, Memory: 0.1590715842957034%
  PID: 12716, Name: MpCmdRun.exe, CPU: 0.0%, Memory: 0.15084464147451807%
  PID: 12724, Name: conhost.exe, CPU: 0.0%, Memory: 0.11960308645735866%
  PID: 12752, Name: SearchIndexer.exe, CPU: 0.1%, Memory: 0.44357801198530195%
  PID: 13032, Name: mcshield.exe, CPU: 0.0%, Memory: 0.09507846576888851%
  PID: 13216, Name: FileCoAuth.exe, CPU: 0.0%, Memory: 0.3398039800699707%
  PID: 13352, Name: conhost.exe, CPU: 0.0%, Memory: 0.13647352616662475%
  PID: 13572, Name: RuntimeBroker.exe, CPU: 0.0%, Memory: 0.5804680922188221%
  PID: 13632, Name: ExpressVPNNotificationService.exe, CPU: 0.0%, Memory: 0.7831737150218248%
  PID: 13720, Name: msedge.exe, CPU: 0.0%, Memory: 0.8716393849787479%
  PID: 13748, Name: svchost.exe, CPU: 22.6%, Memory: 0.8560186074701681%
  PID: 13756, Name: browserhost.exe, CPU: 0.0%, Memory: 0.03379294867689411%
  PID: 13776, Name: servicehost.exe, CPU: 0.8%, Memory: 0.20562150127127093%
  PID: 13816, Name: mcapexe.exe, CPU: 0.0%, Memory: 0.022650127387440582%
  PID: 14060, Name: RtkAudUService64.exe, CPU: 0.0%, Memory: 0.18396068979270708%
  PID: 14260, Name: MfeAVSvc.exe, CPU: 0.4%, Memory: 0.5140797878073583%
  PID: 15016, Name: OneDrive.exe, CPU: 0.0%, Memory: 3.3805965991484594%
  PID: 15100, Name: msedge.exe, CPU: 0.0%, Memory: 0.4697167796829919%
  PID: 15132, Name: msedge.exe, CPU: 0.0%, Memory: 0.21218222782487442%
  PID: 15160, Name: chrome.exe, CPU: 0.0%, Memory: 0.39843396498550654%
  PID: 15208, Name: BraveCrashHandler64.exe, CPU: 0.0%, Memory: 0.026242906214413917%
  PID: 15236, Name: BraveCrashHandler.exe, CPU: 0.0%, Memory: 0.03025223910828271%
  PID: 15244, Name: smartscreen.exe, CPU: 0.0%, Memory: 0.1481370400396976%
  PID: 15284, Name: SecurityHealthSystray.exe, CPU: 0.0%, Memory: 0.1463666852553919%
  PID: 15304, Name: SecurityHealthService.exe, CPU: 0.0%, Memory: 0.30689620878522944%
  PID: 15484, Name: svchost.exe, CPU: 0.0%, Memory: 0.2155667296184%
  PID: 15556, Name: DesktopExtension.exe, CPU: 0.0%, Memory: 0.6092623920929707%
  PID: 15780, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.11793687018977683%
  PID: 15788, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 1.5736891954726822%
  PID: 15852, Name: cmd.exe, CPU: 0.0%, Memory: 0.045091977741433434%
  PID: 15856, Name: cmd.exe, CPU: 0.0%, Memory: 0.045508531808328895%
  PID: 15868, Name: conhost.exe, CPU: 0.0%, Memory: 0.10283678526481643%
  PID: 15884, Name: conhost.exe, CPU: 0.0%, Memory: 0.10268057748973064%
  PID: 15964, Name: MfeBrowserHost.exe, CPU: 0.0%, Memory: 0.026815668056395174%
  PID: 15972, Name: browserhost.exe, CPU: 0.0%, Memory: 0.03197052463422648%
  PID: 15992, Name: msedgewebview2.exe, CPU: 0.4%, Memory: 1.6332564270387329%
  PID: 16236, Name: cmd.exe, CPU: 0.0%, Memory: 0.0739904161323059%
  PID: 16492, Name: msedgewebview2.exe, CPU: 0.1%, Memory: 0.5198594754855328%
  PID: 16536, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.11835342425667228%
  PID: 16732, Name: MfeBrowserHost.exe, CPU: 0.0%, Memory: 0.0071334883955847354%
  PID: 16748, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.09804641349551867%
  PID: 16756, Name: msedgewebview2.exe, CPU: 0.1%, Memory: 0.22587644277406263%
  PID: 16804, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.042957138148594205%
  PID: 16972, Name: msedgewebview2.exe, CPU: 0.1%, Memory: 0.7902551341590477%
  PID: 17292, Name: chrome.exe, CPU: 0.0%, Memory: 1.220451346745333%
  PID: 17412, Name: HP.myHP.exe, CPU: 0.0%, Memory: 1.393581630798758%
  PID: 17544, Name: msedgewebview2.exe, CPU: 0.3%, Memory: 0.8483123572326022%
  PID: 17552, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.46102121353654923%
  PID: 17600, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.24607931501849242%
  PID: 17764, Name: msedgewebview2.exe, CPU: 0.7%, Memory: 1.3090211552189799%
  PID: 17904, Name: chrome.exe, CPU: 0.1%, Memory: 0.6481060588309723%
  PID: 17920, Name: chrome.exe, CPU: 0.0%, Memory: 1.1515116486741344%
  PID: 18036, Name: ModuleCoreService.exe, CPU: 0.0%, Memory: 0.15516638991855847%
  PID: 18048, Name: conhost.exe, CPU: 0.0%, Memory: 0.0853935837135691%
  PID: 18336, Name: svchost.exe, CPU: 0.1%, Memory: 0.4547729025331173%
  PID: 18480, Name: dllhost.exe, CPU: 0.0%, Memory: 0.1251224278437235%
  PID: 18564, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.751411467421046%
  PID: 18572, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.4587301661686243%
  PID: 18624, Name: CrossDeviceService.exe, CPU: 0.0%, Memory: 1.2197223771282657%
  PID: 18640, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 0.252535903055372%
  PID: 18760, Name: python.exe, CPU: 9.8%, Memory: 0.665236844832048%
  PID: 18816, Name: msedgewebview2.exe, CPU: 0.0%, Memory: 1.0375320421198644%
  PID: 19000, Name: unsecapp.exe, CPU: 0.0%, Memory: 0.12303965750924621%
  PID: 19124, Name: chrome.exe, CPU: 0.0%, Memory: 0.9105351209751114%
  PID: 19172, Name: HPSystemEventUtilityHost.exe, CPU: 0.0%, Memory: 0.4771106143703864%
  PID: 19188, Name: HPMediaNetwork.exe, CPU: 0.0%, Memory: 0.5238167391210397%
  PID: 19256, Name: svchost.exe, CPU: 0.0%, Memory: 0.19036520857122477%
